Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Internet_Access,Tutoring_Sessions,Family_Income,School_Type,Physical_Activity,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Electricity_Access,Region,Transport_Mode,Class_Size,Language_Section
14,90,High,Medium,Yes,5,84,Yes,0,Low,Public,3,Postgraduate,Near,Female,68,sometimes,West,Private car,148,Bilingual
20,82,High,Medium,Yes,5,80,Yes,3,Low,Public,1,College,Near,Female,68,sometimes,Adamawa,Walk,182,Francophone
15,95,Low,Medium,Yes,7,99,Yes,0,High,Public,2,High School,Near,Female,68,yes,South,Bike,129,Francophone
13,82,Medium,High,No,8,56,Yes,2,Low,Private,3,Postgraduate,Near,Male,66,yes,South West,Walk,54,Francophone
22,70,High,Low,No,7,99,Yes,1,Low,Private,2,High School,Moderate,Male,66,sometimes,Littoral,Bike,178,Francophone
21,94,Medium,High,No,5,73,Yes,0,Medium,Public,3,Postgraduate,Far,Female,70,sometimes,Littoral,Bike,76,Bilingual
25,82,High,Medium,Yes,9,61,Yes,1,High,Public,2,High School,Near,Male,68,sometimes,Adamawa,Taxi,96,Francophone
17,68,Medium,Medium,Yes,6,97,Yes,2,High,Public,3,High School,Moderate,Male,65,yes,South West,Walk,198,Anglophone
22,85,Low,High,Yes,8,73,Yes,1,Medium,Private,3,College,Near,Male,70,sometimes,West,Bike,106,Francophone
23,74,Medium,Medium,No,4,67,Yes,3,High,Private,5,High School,Far,Male,66,sometimes,South,Walk,72,Francophone
23,94,Medium,High,Yes,9,61,No,0,Medium,Public,1,Postgraduate,Moderate,Female,68,sometimes,West,Bus,89,Bilingual
15,78,Medium,Medium,Yes,6,63,Yes,1,Medium,Private,2,College,Moderate,Male,64,no,South West,Bus,40,Francophone
21,89,Medium,Medium,No,9,99,Yes,0,Medium,Private,3,High School,Near,Male,69,sometimes,West,Taxi,59,Francophone
22,64,Medium,Medium,No,8,65,Yes,2,Medium,Private,4,Postgraduate,Near,Female,65,sometimes,West,Private car,145,Anglophone
20,76,Medium,High,Yes,5,99,No,3,Medium,Public,3,Postgraduate,Near,Female,69,yes,North West,Taxi,158,Bilingual
7,99,Low,High,Yes,7,67,No,1,High,Private,4,High School,Near,Female,66,yes,South West,Private car,166,Anglophone
21,92,High,Low,No,9,62,Yes,1,Medium,Public,2,High School,Near,Female,68,sometimes,Far North,Private car,22,Bilingual
33,66,Medium,Medium,Yes,6,59,Yes,3,High,Public,2,Postgraduate,Near,Female,70,yes,Adamawa,Taxi,118,Bilingual
18,71,High,Medium,No,9,71,Yes,1,Medium,Public,3,High School,Moderate,Female,65,sometimes,South West,Private car,127,Bilingual
16,73,High,Medium,Yes,8,62,Yes,0,High,Private,2,High School,Near,Female,65,yes,North West,Bike,33,Bilingual
22,86,Medium,Low,No,9,85,Yes,1,Medium,Public,3,Postgraduate,Near,Female,68,sometimes,West,Private car,103,Anglophone
22,90,Low,Medium,No,7,62,Yes,0,Medium,Public,3,College,Near,Male,67,no,North West,Private car,191,Francophone
27,90,High,High,No,7,92,Yes,0,Low,Private,3,High School,Near,Female,72,yes,Littoral,Bike,64,Bilingual
12,80,High,High,Yes,10,92,Yes,1,High,Public,3,Postgraduate,Moderate,Male,70,sometimes,South West,Taxi,38,Anglophone
24,92,Low,High,Yes,8,64,Yes,1,High,Private,3,College,Near,Male,72,no,South West,Bus,82,Francophone
24,77,High,High,Yes,7,88,Yes,1,High,Public,5,College,Near,Male,71,no,Far North,Private car,137,Francophone
19,65,Low,Medium,No,8,93,Yes,1,Medium,Private,4,College,Near,Male,64,yes,South,Bike,186,Bilingual
22,83,Low,High,Yes,6,80,Yes,2,Medium,Public,5,High School,Moderate,Female,69,no,Centre,Bus,131,Francophone
26,98,Medium,Medium,Yes,7,68,Yes,4,Low,Public,1,High School,Near,Female,73,yes,Centre,Bike,150,Anglophone
25,92,Low,High,Yes,9,72,Yes,1,Low,Public,5,Postgraduate,Far,Female,70,no,North,Private car,183,Anglophone
13,83,High,Medium,No,7,89,Yes,1,Low,Public,4,Postgraduate,Near,Female,68,sometimes,North,Private car,53,Bilingual
25,86,High,Medium,No,6,65,Yes,2,Medium,Public,5,High School,Moderate,Male,71,sometimes,South West,Taxi,185,Francophone
20,97,Medium,High,No,6,67,Yes,1,Low,Private,3,Postgraduate,Near,Female,71,no,Centre,Private car,169,Francophone
20,77,Low,High,Yes,7,58,Yes,0,High,Public,3,High School,Near,Male,66,sometimes,West,Private car,147,Anglophone
20,73,Medium,High,No,6,70,Yes,3,High,Public,4,High School,Near,Female,68,yes,Littoral,Walk,125,Bilingual
19,99,Medium,High,Yes,5,54,Yes,0,Medium,Public,2,Postgraduate,Near,Male,70,sometimes,East,Private car,121,Anglophone
27,95,Medium,Medium,No,5,66,Yes,3,Medium,Public,4,High School,Near,Male,72,no,Littoral,Walk,26,Francophone
19,73,Low,High,Yes,9,69,Yes,1,Low,Public,4,Postgraduate,Near,Female,66,sometimes,Centre,Taxi,34,Francophone
13,79,Medium,High,Yes,7,63,No,3,High,Private,2,High School,Near,Female,65,sometimes,Adamawa,Bike,177,Francophone
18,77,Medium,High,Yes,7,55,No,3,High,Private,3,High School,Near,Female,66,sometimes,South,Bike,87,Bilingual
21,66,High,Medium,Yes,6,76,Yes,3,Low,Private,1,High School,Moderate,Female,65,no,North,Bus,187,Francophone
27,98,High,Low,Yes,6,93,Yes,0,Low,Private,4,High School,Moderate,Male,72,yes,East,Taxi,102,Anglophone
24,76,Medium,Medium,Yes,6,67,Yes,2,High,Public,3,College,Near,Female,68,yes,Far North,Private car,23,Anglophone
15,95,Medium,Medium,Yes,7,62,Yes,0,High,Public,3,College,Near,Female,68,yes,West,Bus,183,Anglophone
35,68,Low,High,Yes,5,64,Yes,0,High,Public,4,High School,Near,Male,67,yes,Centre,Taxi,167,Anglophone
22,82,Medium,Medium,Yes,9,93,Yes,2,Low,Public,2,High School,Near,Male,68,no,South,Walk,110,Francophone
28,61,High,Medium,No,7,76,Yes,1,Medium,Public,4,High School,Moderate,Male,67,yes,West,Walk,89,Francophone
19,91,Medium,High,No,7,57,Yes,3,High,Public,3,High School,Moderate,Female,69,yes,Littoral,Walk,166,Francophone
23,83,Low,Low,No,8,85,Yes,2,Low,Private,2,High School,Near,Male,65,sometimes,North,Taxi,91,Anglophone
25,85,Medium,Medium,No,8,58,Yes,2,Medium,Public,4,College,Near,Male,70,sometimes,North,Taxi,90,Francophone
27,62,High,Medium,No,6,53,Yes,1,Medium,Public,2,High School,Moderate,Male,64,yes,Adamawa,Bike,86,Anglophone
26,68,Medium,Medium,No,8,63,Yes,2,Low,Public,3,High School,Near,Male,66,sometimes,East,Taxi,58,Anglophone
25,63,Low,Medium,No,8,58,Yes,1,High,Public,1,College,Near,Female,64,no,East,Taxi,116,Anglophone
18,72,High,High,Yes,7,80,Yes,1,High,Public,2,High School,Moderate,Female,66,no,Far North,Bike,51,Anglophone
17,85,Medium,Medium,Yes,9,74,Yes,1,Medium,Private,2,High School,Near,Male,67,sometimes,Centre,Walk,68,Bilingual
22,83,Medium,Low,Yes,8,86,Yes,3,Medium,Public,4,High School,Near,Male,68,yes,East,Bike,47,Bilingual
26,84,Medium,Medium,No,8,76,Yes,5,Medium,Public,2,High School,Moderate,Male,71,sometimes,South,Private car,180,Francophone
19,82,High,Low,No,9,71,Yes,1,Low,Private,3,College,Near,Female,67,no,North West,Bike,168,Anglophone
26,71,High,Medium,Yes,7,76,Yes,3,Low,Public,2,Postgraduate,Moderate,Male,69,sometimes,North,Bike,61,Anglophone
29,70,Medium,Low,Yes,7,72,Yes,1,Medium,Public,4,College,Near,Male,67,sometimes,East,Walk,76,Bilingual
15,65,Low,High,Yes,8,52,Yes,4,Low,Private,3,High School,Moderate,Female,61,no,Centre,Bike,66,Bilingual
15,94,Medium,Medium,No,7,84,Yes,0,Medium,Public,2,High School,Moderate,Male,68,sometimes,South West,Bus,177,Bilingual
19,85,Low,Low,Yes,8,98,Yes,2,Medium,Private,4,High School,Near,Female,67,yes,Far North,Taxi,89,Anglophone
22,67,Low,Medium,Yes,6,71,Yes,1,Medium,Public,4,College,Moderate,Male,64,yes,East,Taxi,50,Bilingual
17,67,Medium,Medium,Yes,4,71,Yes,3,Medium,Public,2,High School,Moderate,Female,63,no,Littoral,Bus,177,Bilingual
28,95,Low,Medium,No,8,52,Yes,3,High,Public,4,College,Near,Male,72,no,North West,Bus,113,Francophone
23,90,High,Medium,No,5,95,Yes,2,Low,Public,2,High School,Moderate,Male,69,no,North West,Bus,30,Bilingual
20,86,Low,High,No,6,96,Yes,1,High,Public,2,High School,Far,Male,66,sometimes,West,Walk,63,Bilingual
11,76,Medium,Medium,Yes,8,91,Yes,1,High,Private,3,College,Near,Female,64,yes,Centre,Walk,118,Anglophone
12,70,Low,Medium,Yes,8,55,Yes,2,Medium,Public,4,High School,Near,Female,61,yes,South West,Walk,112,Anglophone
22,99,Medium,High,Yes,9,95,Yes,2,Low,Public,4,High School,Near,Male,71,sometimes,Far North,Private car,189,Anglophone
7,92,Low,Medium,Yes,4,51,Yes,0,High,Public,1,High School,Near,Female,63,sometimes,West,Bus,44,Bilingual
26,72,Medium,Low,No,7,72,Yes,2,Medium,Public,4,High School,Near,Female,65,sometimes,Adamawa,Taxi,127,Bilingual
19,94,High,Low,Yes,7,75,Yes,2,High,Public,5,College,Near,Female,71,yes,East,Private car,68,Anglophone
39,90,High,High,No,8,92,Yes,2,Medium,Private,1,High School,Near,Female,78,no,Adamawa,Bus,117,Anglophone
34,72,Medium,High,Yes,9,88,Yes,1,High,Private,3,Postgraduate,Near,Male,73,no,Littoral,Walk,190,Francophone
19,77,Low,Medium,No,5,90,Yes,1,Low,Private,3,College,Near,Female,65,sometimes,Centre,Private car,143,Bilingual
19,67,Low,Medium,Yes,7,93,Yes,0,Medium,Public,4,Postgraduate,Near,Male,66,sometimes,Far North,Taxi,162,Francophone
26,64,High,Low,Yes,8,74,Yes,3,Medium,Public,2,High School,Near,Male,66,sometimes,West,Private car,164,Anglophone
30,89,Medium,Medium,No,6,89,Yes,3,High,Public,3,Postgraduate,Moderate,Male,74,yes,Littoral,Taxi,188,Francophone
10,71,Medium,Low,No,10,53,Yes,4,High,Private,3,High School,Near,Female,62,yes,East,Bike,100,Bilingual
9,93,High,Low,Yes,6,72,Yes,1,Medium,Public,2,College,Near,Female,66,yes,North,Bike,157,Anglophone
16,100,High,High,No,7,52,Yes,4,Low,Public,4,High School,Near,Female,71,yes,West,Taxi,178,Francophone
23,63,High,Medium,Yes,5,96,Yes,2,High,Public,2,High School,Near,Female,67,sometimes,South,Bike,81,Francophone
23,79,High,Low,Yes,7,98,Yes,0,Medium,Public,4,College,Near,Female,69,sometimes,Littoral,Bike,144,Bilingual
26,92,Medium,High,No,4,54,Yes,2,High,Public,4,High School,Moderate,Male,72,no,South West,Bus,28,Anglophone
13,92,High,High,Yes,7,77,Yes,2,High,Public,4,Postgraduate,Near,Male,72,yes,East,Taxi,64,Anglophone
6,90,Medium,Medium,Yes,9,66,Yes,2,Medium,Public,2,High School,Far,Male,65,yes,South West,Walk,40,Francophone
25,74,High,High,No,5,67,Yes,1,Medium,Public,5,Postgraduate,Near,Male,71,sometimes,West,Bus,140,Bilingual
15,78,Medium,Medium,No,5,73,Yes,0,High,Private,1,College,Near,Male,64,no,Far North,Private car,122,Francophone
8,84,Medium,Low,Yes,9,56,Yes,1,Low,Public,2,High School,Moderate,Male,61,yes,Far North,Taxi,34,Bilingual
21,99,Medium,Low,Yes,9,59,Yes,1,High,Public,2,College,Moderate,Female,69,no,Adamawa,Bike,49,Anglophone
25,73,Low,Medium,Yes,5,79,Yes,1,Low,Private,5,High School,Moderate,Female,65,sometimes,North West,Taxi,120,Bilingual
19,97,Medium,Low,Yes,10,51,Yes,3,Low,Public,4,College,Far,Female,69,yes,East,Walk,185,Francophone
17,71,Medium,Medium,No,8,80,Yes,2,High,Public,3,High School,Near,Female,64,sometimes,South West,Walk,68,Bilingual
19,100,Medium,Low,Yes,9,66,Yes,1,High,Public,4,Postgraduate,Moderate,Male,69,sometimes,Far North,Private car,144,Anglophone
18,87,Medium,Medium,Yes,6,92,Yes,1,Low,Private,4,High School,Near,Female,68,no,West,Taxi,94,Francophone
12,79,Medium,Low,No,9,80,Yes,1,High,Public,2,College,Moderate,Male,63,sometimes,Littoral,Private car,76,Anglophone
16,85,Low,Medium,No,7,85,Yes,1,Medium,Public,2,High School,Near,Male,66,no,Littoral,Bus,69,Francophone
23,71,Medium,Medium,No,7,56,Yes,1,Medium,Private,4,,Near,Female,65,no,Littoral,Taxi,85,Bilingual
22,71,High,Medium,Yes,8,63,Yes,2,Medium,Public,2,High School,Moderate,Male,66,sometimes,East,Private car,149,Bilingual
21,65,Medium,Medium,No,6,100,Yes,3,Medium,Public,4,Postgraduate,Near,Male,67,no,Adamawa,Private car,177,Anglophone
14,65,Medium,High,Yes,5,72,Yes,3,Low,Private,2,High School,Near,Male,62,no,North,Bike,97,Francophone
19,74,Medium,High,Yes,7,68,Yes,2,Low,Public,2,High School,Near,Female,66,no,East,Bike,115,Francophone
7,91,High,Medium,No,7,94,No,3,High,Public,3,Postgraduate,Moderate,Female,68,sometimes,East,Bike,101,Anglophone
21,84,Medium,Medium,Yes,6,52,Yes,2,High,Public,5,High School,Moderate,Male,68,sometimes,South,Bus,42,Anglophone
29,64,Low,Medium,No,9,77,Yes,0,Low,Public,2,High School,Moderate,Female,63,yes,North,Taxi,118,Anglophone
11,94,High,Low,Yes,10,61,Yes,1,Medium,Public,3,College,Moderate,Male,66,yes,South,Bike,185,Bilingual
16,84,High,Low,No,6,68,No,3,Medium,Private,3,,Near,Male,65,yes,East,Bus,104,Anglophone
22,98,High,Medium,Yes,7,60,Yes,1,High,Public,1,High School,Near,Male,72,yes,North West,Bus,153,Francophone
28,87,Medium,Medium,No,6,52,Yes,4,Low,Private,3,Postgraduate,Near,Female,70,yes,South,Private car,152,Francophone
17,67,High,Low,No,10,71,Yes,1,Medium,Public,3,High School,Near,Male,63,no,South,Taxi,59,Francophone
16,79,Medium,Medium,No,8,89,Yes,0,Low,Private,4,High School,Near,Male,65,yes,Far North,Bus,120,Bilingual
8,86,High,Low,Yes,8,98,Yes,1,Low,Private,1,College,Near,Male,65,sometimes,South West,Bus,74,Francophone
21,61,High,High,No,9,81,Yes,1,Medium,Private,3,Postgraduate,Near,Male,66,sometimes,Littoral,Bike,186,Bilingual
32,61,High,Medium,Yes,7,69,Yes,0,High,Public,3,High School,Moderate,Female,68,yes,North West,Bus,122,Francophone
22,65,Medium,Low,Yes,7,88,No,2,Medium,Public,4,College,Near,Male,64,sometimes,South,Bike,36,Bilingual
20,70,High,Medium,No,9,75,Yes,3,Medium,Public,4,College,Moderate,Male,66,sometimes,East,Bus,108,Anglophone
22,77,Low,Medium,Yes,8,68,Yes,3,High,Public,4,High School,Moderate,Male,68,no,East,Bike,170,Francophone
20,79,Low,Medium,Yes,6,59,Yes,0,Low,Public,2,High School,Moderate,Male,64,yes,West,Bus,120,Anglophone
15,66,Medium,Medium,No,6,90,Yes,2,Medium,Public,3,College,Far,Female,62,no,North,Bike,109,Anglophone
25,87,Medium,Medium,Yes,6,75,No,0,Low,Private,2,High School,Near,Male,67,no,South,Bike,123,Anglophone
21,84,Low,High,No,9,98,Yes,1,Low,Public,3,High School,Moderate,Male,67,no,Far North,Private car,126,Anglophone
20,72,Medium,Medium,No,9,90,Yes,1,Medium,Private,2,Postgraduate,Moderate,Male,65,no,Centre,Bike,111,Bilingual
14,61,Low,Medium,Yes,10,71,No,2,Low,Public,4,High School,Near,Male,59,sometimes,Littoral,Bike,180,Anglophone
28,63,Medium,High,Yes,6,87,Yes,0,Low,Public,2,High School,Moderate,Female,66,yes,East,Bike,174,Francophone
24,76,High,Low,No,7,73,Yes,4,Medium,Public,2,High School,Near,Female,68,no,South,Bus,79,Bilingual
17,66,High,Medium,No,6,54,Yes,2,High,Public,3,High School,Near,Female,63,sometimes,Adamawa,Private car,63,Anglophone
26,75,Medium,Low,Yes,7,76,Yes,2,Medium,Public,3,College,Near,Male,68,sometimes,North,Taxi,35,Bilingual
17,85,High,Low,Yes,8,93,Yes,2,Medium,Public,3,College,Far,Female,68,yes,South,Walk,179,Francophone
15,82,Medium,Medium,Yes,7,93,Yes,3,Low,Public,2,High School,Moderate,Female,66,yes,Littoral,Walk,174,Francophone
15,69,High,Low,No,9,79,Yes,1,Medium,Private,2,High School,Moderate,Female,63,yes,Centre,Bus,167,Francophone
9,74,Medium,Low,No,6,69,Yes,3,Low,Private,2,,Moderate,Female,61,sometimes,South,Taxi,97,Bilingual
23,85,High,Medium,Yes,8,51,Yes,0,High,Public,4,College,Near,Female,68,no,Adamawa,Walk,108,Francophone
9,94,High,Low,No,6,66,Yes,0,Low,Public,3,College,Near,Male,66,sometimes,South West,Private car,145,Bilingual
13,90,Medium,High,No,4,99,Yes,1,High,Public,4,College,Moderate,Male,69,sometimes,South West,Walk,119,Anglophone
8,82,Medium,High,Yes,5,86,No,0,Low,Public,3,Postgraduate,Near,Female,64,no,West,Private car,113,Bilingual
19,74,Medium,Medium,No,7,86,Yes,1,High,Private,3,Postgraduate,Near,Male,68,sometimes,Centre,Bus,199,Bilingual
19,75,Medium,High,No,10,88,Yes,0,Low,Public,2,High School,Near,Female,66,sometimes,South West,Bike,197,Bilingual
18,95,Medium,Medium,No,6,81,Yes,0,Low,Public,3,High School,Near,Female,68,yes,Littoral,Taxi,168,Bilingual
14,62,Medium,High,Yes,7,79,Yes,2,Medium,Private,2,High School,Moderate,Female,62,yes,North West,Bike,152,Bilingual
13,100,Medium,Low,Yes,8,73,Yes,1,Low,Public,3,Postgraduate,Near,Male,68,no,Centre,Private car,181,Anglophone
23,87,Medium,High,No,6,72,Yes,1,Low,Private,3,College,Moderate,Male,69,no,North West,Bike,110,Anglophone
17,87,High,High,Yes,6,94,Yes,2,Low,Private,3,High School,Moderate,Male,70,no,North,Walk,157,Anglophone
22,62,High,Medium,Yes,7,70,Yes,4,Low,Public,2,College,Near,Female,65,no,North West,Walk,51,Francophone
15,84,Low,Medium,Yes,6,92,Yes,3,Medium,Public,3,College,Near,Female,68,yes,South West,Taxi,53,Anglophone
21,79,Medium,High,No,4,92,Yes,0,Low,Public,2,Postgraduate,Near,Female,67,sometimes,South West,Private car,184,Francophone
28,64,Low,Medium,Yes,6,89,Yes,0,Low,Public,4,College,Far,Male,64,yes,Littoral,Bike,30,Bilingual
24,71,Low,Medium,No,8,52,No,2,Medium,Public,3,College,,Female,63,yes,South West,Walk,77,Bilingual
18,96,Medium,Low,Yes,8,57,Yes,1,Medium,Public,2,High School,Near,Female,67,sometimes,North,Bike,191,Bilingual
22,82,High,Low,No,9,66,Yes,1,Low,Private,3,High School,Moderate,Male,66,no,West,Bus,91,Anglophone
19,77,High,Low,Yes,9,92,Yes,2,Low,Public,4,High School,Near,Female,67,sometimes,Adamawa,Bus,180,Bilingual
20,63,Medium,Medium,Yes,6,94,No,2,Medium,Public,3,High School,Far,Female,63,yes,Littoral,Bike,23,Francophone
18,89,Medium,Medium,Yes,6,52,Yes,3,High,Public,3,High School,Moderate,Female,69,yes,Far North,Bus,115,Francophone
19,88,High,High,No,6,66,Yes,3,Medium,Public,2,High School,Near,Female,70,no,Littoral,Bike,77,Bilingual
21,85,High,Medium,Yes,7,93,Yes,0,High,Public,4,High School,Moderate,Male,70,no,North West,Bus,63,Bilingual
14,80,High,Medium,No,6,62,Yes,0,High,Private,2,Postgraduate,Near,Male,65,no,West,Bike,92,Francophone
14,77,Low,Low,No,7,99,Yes,2,Medium,Public,2,Postgraduate,Moderate,Female,64,yes,North West,Bus,92,Francophone
12,84,Medium,High,Yes,6,74,Yes,1,Medium,Public,3,College,Moderate,Female,67,no,Adamawa,Bike,42,Bilingual
10,69,Low,Medium,No,8,97,Yes,1,Medium,Private,3,High School,Near,Female,61,no,Adamawa,Bike,189,Anglophone
13,98,Medium,High,Yes,6,71,Yes,1,Low,Private,1,College,Near,Female,70,no,South,Bike,151,Anglophone
21,84,High,Low,No,6,66,Yes,2,High,Private,4,College,Far,Male,68,no,East,Private car,179,Anglophone
15,72,Medium,Medium,Yes,8,68,Yes,0,Medium,Public,2,High School,Near,Female,64,sometimes,South,Bike,151,Francophone
23,78,High,Medium,No,8,94,Yes,1,High,Private,2,High School,Moderate,Male,68,sometimes,Littoral,Taxi,58,Bilingual
20,92,Medium,Low,No,7,67,Yes,1,Medium,Public,5,High School,Near,Male,68,sometimes,North,Private car,73,Anglophone
8,66,High,High,Yes,8,83,Yes,0,Low,Private,4,College,,Male,63,yes,Adamawa,Private car,66,Bilingual
24,72,Low,Medium,Yes,8,73,Yes,1,Low,Public,2,College,Moderate,Female,65,no,East,Taxi,199,Bilingual
25,87,Low,Medium,Yes,10,97,Yes,4,Low,Private,3,High School,Near,Female,69,sometimes,Adamawa,Taxi,184,Anglophone
14,73,Medium,High,No,8,58,Yes,2,Low,Public,2,College,Moderate,Male,63,no,North,Bike,38,Francophone
23,92,Low,Medium,Yes,10,71,Yes,1,Low,Public,3,College,Near,Male,69,yes,Centre,Private car,63,Bilingual
15,65,High,Low,Yes,7,56,No,3,High,Private,3,High School,Near,Female,61,no,Centre,Private car,169,Anglophone
21,91,Low,High,Yes,9,79,Yes,2,Low,Private,3,College,Far,Female,69,yes,Centre,Taxi,22,Francophone
12,63,High,Medium,No,9,70,Yes,1,High,Public,3,College,Near,Female,62,yes,North,Bike,63,Bilingual
9,61,Low,High,Yes,7,53,Yes,0,Medium,Public,2,Postgraduate,Far,Male,58,yes,North West,Walk,125,Bilingual
18,96,Medium,High,Yes,6,92,Yes,2,Medium,Public,3,High School,Far,Male,71,yes,North,Taxi,135,Bilingual
19,83,High,Low,No,6,69,Yes,5,Medium,Private,2,Postgraduate,Far,Male,69,yes,West,Taxi,61,Anglophone
18,74,High,Medium,No,8,75,Yes,1,High,Public,3,Postgraduate,Moderate,Male,68,no,North,Bus,92,Anglophone
13,69,Medium,Low,No,5,70,Yes,0,Medium,Private,2,College,Near,Male,61,yes,East,Taxi,54,Anglophone
18,85,High,Medium,Yes,6,74,Yes,3,Low,Private,2,College,Far,Male,67,no,Far North,Private car,180,Francophone
22,80,Medium,High,Yes,9,51,Yes,2,Medium,Public,3,Postgraduate,Near,Male,68,yes,South West,Private car,133,Anglophone
20,100,Medium,Medium,Yes,8,91,Yes,3,Low,Public,3,High School,Near,Male,72,yes,North West,Bike,130,Francophone
21,99,High,Low,Yes,4,67,Yes,1,Medium,Private,4,College,Near,Female,71,yes,South West,Taxi,55,Anglophone
16,85,Medium,Medium,Yes,5,86,No,3,Medium,Public,2,High School,Near,Male,67,sometimes,North West,Taxi,78,Francophone
27,78,Medium,Medium,No,10,53,Yes,3,Medium,Private,4,Postgraduate,Moderate,Male,68,yes,Littoral,Taxi,176,Francophone
13,80,Medium,Medium,No,9,76,Yes,0,High,Public,2,High School,Near,Female,64,no,Adamawa,Bike,166,Bilingual
23,87,Medium,High,No,6,95,Yes,3,High,Private,0,High School,Near,Female,73,no,West,Taxi,133,Anglophone
27,64,Low,Medium,Yes,5,70,Yes,0,Low,Public,4,High School,Near,Female,65,no,North West,Private car,53,Anglophone
23,73,Low,High,No,5,60,Yes,1,Medium,Private,2,Postgraduate,Near,Female,67,no,Littoral,Bike,129,Bilingual
19,63,High,Medium,Yes,8,55,Yes,0,Medium,Private,4,College,Moderate,Female,63,sometimes,South,Bike,181,Bilingual
17,63,Medium,Medium,Yes,10,93,Yes,0,Low,Public,2,Postgraduate,Near,Female,63,yes,South,Taxi,100,Bilingual
26,68,Medium,Medium,Yes,10,62,Yes,4,Medium,Public,2,Postgraduate,Near,Female,69,yes,North West,Walk,107,Francophone
11,79,High,High,Yes,5,99,Yes,1,High,Public,3,High School,Near,Female,68,yes,Far North,Walk,62,Anglophone
14,91,Medium,Medium,Yes,7,62,Yes,2,Low,Public,2,College,Near,Male,68,sometimes,North West,Bus,69,Francophone
18,79,High,High,Yes,6,74,Yes,3,Low,Public,4,High School,Near,Male,69,no,South,Private car,71,Bilingual
27,73,High,High,Yes,7,73,Yes,5,High,Public,3,High School,Near,Female,73,sometimes,Far North,Taxi,179,Francophone
22,63,High,High,Yes,5,53,Yes,3,Low,Public,2,High School,Near,Male,66,no,West,Taxi,151,Francophone
14,82,Medium,Medium,Yes,6,77,Yes,3,Medium,Public,3,College,Near,Female,68,no,North,Taxi,171,Bilingual
18,71,Medium,Medium,No,6,84,Yes,2,Medium,Public,2,Postgraduate,Near,Male,65,no,East,Bus,121,Bilingual
16,85,Medium,Medium,No,8,87,Yes,4,Low,Private,3,High School,Far,Male,67,yes,North West,Bus,155,Francophone
16,99,Medium,Medium,No,6,76,Yes,2,Medium,Private,4,College,Near,Female,70,no,South West,Walk,168,Bilingual
26,64,Medium,High,No,6,91,Yes,1,Low,Private,4,High School,Moderate,Male,66,no,Far North,Walk,165,Bilingual
12,68,Medium,High,No,8,88,Yes,3,Low,Public,3,Postgraduate,Moderate,Female,64,yes,South West,Bike,142,Anglophone
30,79,Medium,High,No,9,60,Yes,1,Low,Public,3,High School,Near,Female,69,no,Littoral,Taxi,154,Bilingual
25,99,Low,Medium,No,10,70,Yes,1,Medium,Public,5,College,Far,Female,71,sometimes,Littoral,Bike,33,Anglophone
27,91,Medium,Low,No,8,57,Yes,0,Low,Private,4,Postgraduate,Moderate,Male,68,yes,South West,Taxi,105,Anglophone
17,96,High,Medium,No,7,57,Yes,2,Medium,Private,3,College,Moderate,Female,68,sometimes,South,Bike,51,Bilingual
19,73,Low,Medium,Yes,9,86,Yes,0,Medium,Public,3,College,Near,Female,66,yes,South West,Bike,35,Francophone
11,100,Low,High,No,9,77,Yes,2,Medium,Public,3,Postgraduate,Near,Female,70,no,Centre,Bus,31,Francophone
17,64,Medium,High,No,8,80,Yes,0,High,Public,2,Postgraduate,Near,Female,65,sometimes,West,Private car,69,Bilingual
23,62,Medium,Low,Yes,5,87,Yes,1,Medium,Public,4,High School,Near,Female,63,yes,West,Taxi,120,Francophone
28,94,Low,Medium,Yes,9,64,Yes,0,Medium,Public,3,High School,Moderate,Female,70,yes,South West,Bus,175,Francophone
13,97,Low,Medium,Yes,8,70,Yes,0,High,Private,2,Postgraduate,Moderate,Female,67,no,South West,Bike,34,Bilingual
18,64,Medium,Medium,No,6,80,Yes,1,Medium,Public,5,High School,Near,Male,63,no,Littoral,Taxi,52,Anglophone
19,65,High,Medium,No,6,55,Yes,1,Low,Public,3,Postgraduate,Moderate,Male,64,no,Adamawa,Bus,87,Francophone
12,61,Low,Medium,Yes,8,92,Yes,2,High,Public,4,High School,Moderate,Male,60,no,North,Private car,46,Anglophone
24,64,Medium,Medium,Yes,4,67,Yes,0,Low,Public,1,High School,Near,Male,62,sometimes,East,Taxi,117,Bilingual
16,68,Medium,High,No,7,83,Yes,2,Low,Public,2,High School,Near,Female,65,no,Adamawa,Bus,136,Bilingual
19,99,Low,Low,No,6,100,Yes,0,High,Private,3,Postgraduate,Near,Male,69,sometimes,South,Taxi,197,Francophone
17,87,Medium,High,Yes,6,74,Yes,1,Low,Private,3,College,Moderate,Female,68,no,Far North,Walk,30,Bilingual
15,91,Medium,Medium,No,6,61,No,1,Medium,Public,2,High School,Moderate,Male,66,sometimes,Adamawa,Bike,24,Anglophone
20,91,High,High,Yes,5,61,Yes,4,Low,Public,2,Postgraduate,Near,Male,72,no,North West,Bike,35,Francophone
19,81,Medium,High,Yes,9,53,Yes,2,High,Public,3,High School,Near,Male,68,no,South West,Bike,46,Anglophone
